street_address,zip,row,cleaned_address,is_intersection,stnum1,stnum2,stdir,stname,sttype,full_address,lat,long,matched_address,geocoder,m_is_intersection,m_street,m_stnum1,m_stnum2,m_stdir,m_stname,m_sttype,m_zip
1335 N SANDBURG TER,60610,44451,1335 N SANDBURG TER,FALSE,1335,1335,N,SANDBURG,TER,"1335 N SANDBURG TER, CHICAGO IL 60610",41.9067614,-87.6318803,"1335 N SANDBURG TERRACE, CHICAGO, IL, 60610",Bing,FALSE,1335 N SANDBURG TERRACE,1335,1335,N,SANDBURG TERRACE,, 60610
51 E CARVER PLZ,60653,68318,51 E CARVER PLZ,FALSE,51,51,E,CARVER,PLZ,"51 E CARVER PLZ, CHICAGO IL 60653",41.826997,-87.624311,"51 E CARVER PLAZA, CHICAGO, IL, 60653",Bing,FALSE,51 E CARVER PLAZA,51,51,E,CARVER PLAZA,, 60653
59 E CARVER PLZ,60653,68319,59 E CARVER PLZ,FALSE,59,59,E,CARVER,PLZ,"59 E CARVER PLZ, CHICAGO IL 60653",41.826997,-87.624263,"59 E CARVER PLAZA, CHICAGO, IL, 60653",Bing,FALSE,59 E CARVER PLAZA,59,59,E,CARVER PLAZA,, 60653
67 E CARVER PLZ,60653,68320,67 E CARVER PLZ,FALSE,67,67,E,CARVER,PLZ,"67 E CARVER PLZ, CHICAGO IL 60653",41.826996,-87.624214,"67 E CARVER PLAZA, CHICAGO, IL, 60653",Bing,FALSE,67 E CARVER PLAZA,67,67,E,CARVER PLAZA,, 60653
69 E CARVER PLZ,60653,68321,69 E CARVER PLZ,FALSE,69,69,E,CARVER,PLZ,"69 E CARVER PLZ, CHICAGO IL 60653",41.826996,-87.624202,"69 E CARVER PLAZA, CHICAGO, IL, 60653",Bing,FALSE,69 E CARVER PLAZA,69,69,E,CARVER PLAZA,, 60653
75 E CARVER PLZ,60653,68322,75 E CARVER PLZ,FALSE,75,75,E,CARVER,PLZ,"75 E CARVER PLZ, CHICAGO IL 60653",41.826996,-87.624165,"75 E CARVER PLAZA, CHICAGO, IL, 60653",Bing,FALSE,75 E CARVER PLAZA,75,75,E,CARVER PLAZA,, 60653
107 E CARVER PLZ,60653,68323,107 E CARVER PLZ,FALSE,107,107,E,CARVER,PLZ,"107 E CARVER PLZ, CHICAGO IL 60653",41.826994,-87.62397,"107 E CARVER PLAZA, CHICAGO, IL, 60653",Bing,FALSE,107 E CARVER PLAZA,107,107,E,CARVER PLAZA,, 60653
109 E CARVER PLZ,60653,68324,109 E CARVER PLZ,FALSE,109,109,E,CARVER,PLZ,"109 E CARVER PLZ, CHICAGO IL 60653",41.826993,-87.623957,"109 E CARVER PLAZA, CHICAGO, IL, 60653",Bing,FALSE,109 E CARVER PLAZA,109,109,E,CARVER PLAZA,, 60653
113 E CARVER PLZ,60653,68325,113 E CARVER PLZ,FALSE,113,113,E,CARVER,PLZ,"113 E CARVER PLZ, CHICAGO IL 60653",41.826993,-87.623933,"113 E CARVER PLAZA, CHICAGO, IL, 60653",Bing,FALSE,113 E CARVER PLAZA,113,113,E,CARVER PLAZA,, 60653
1256 W WESTGATE TER,60607,68784,1256 W WESTGATE TER,FALSE,1256,1256,W,WESTGATE,TER,"1256 W WESTGATE TER, CHICAGO IL 60607",41.8740187,-87.6589289,"1256 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1256 W WESTGATE TERRACE,1256,1256,W,WESTGATE TERRACE,, 60607
1268 W WESTGATE TER,60607,68785,1268 W WESTGATE TER,FALSE,1268,1268,W,WESTGATE,TER,"1268 W WESTGATE TER, CHICAGO IL 60607",41.873822,-87.659523,"1268 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1268 W WESTGATE TERRACE,1268,1268,W,WESTGATE TERRACE,, 60607
1277 W WESTGATE TER,60607,68786,1277 W WESTGATE TER,FALSE,1277,1277,W,WESTGATE,TER,"1277 W WESTGATE TER, CHICAGO IL 60607",41.8733821,-87.6592927,"1277 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1277 W WESTGATE TERRACE,1277,1277,W,WESTGATE TERRACE,, 60607
1246 W WESTGATE TER,60607,68787,1246 W WESTGATE TER,FALSE,1246,1246,W,WESTGATE,TER,"1246 W WESTGATE TER, CHICAGO IL 60607",41.8739321,-87.6585715,"1246 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1246 W WESTGATE TERRACE,1246,1246,W,WESTGATE TERRACE,, 60607
1308 W WESTGATE TER,60607,68788,1308 W WESTGATE TER,FALSE,1308,1308,W,WESTGATE,TER,"1308 W WESTGATE TER, CHICAGO IL 60607",41.8740076,-87.6598485,"1308 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1308 W WESTGATE TERRACE,1308,1308,W,WESTGATE TERRACE,, 60607
1251-65 W WESTGATE TER,60607,111243,1251-65 W WESTGATE TER,FALSE,1251,1265,W,WESTGATE,TER,"1251-65 W WESTGATE TER, CHICAGO IL 60607",41.8734741,-87.6589965,"1251 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1251 W WESTGATE TERRACE,1251,1251,W,WESTGATE TERRACE,, 60607
11700 S FRONT AVE,60628,112036,11700 S,FALSE,11700,11700,,S,,"11700 S, CHICAGO IL 60628",41.6817417,-87.6388336,"11700 S LOWE AVE, CHICAGO, IL, 60628",Bing,FALSE,11700 S LOWE AVE,11700,11700,S,LOWE,AVE, 60628
4331 SW W SOUTHWEST HWY,60456,130451,4331 SW W SOUTHWEST HWY,FALSE,4331,4331,SW,W SOUTHWEST,HWY,"4331 SW W SOUTHWEST HWY, CHICAGO IL 60456",41.728558,-87.729976,"4331 SOUTHWEST HWY, HOMETOWN, IL, 60456",Bing,FALSE,4331 SOUTHWEST HWY,4331,4331,,SOUTHWEST,HWY, 60456
115 E CARVER PLZ,60653,133622,115 E CARVER PLZ,FALSE,115,115,E,CARVER,PLZ,"115 E CARVER PLZ, CHICAGO IL 60653",41.826993,-87.623921,"115 E CARVER PLAZA, CHICAGO, IL, 60653",Bing,FALSE,115 E CARVER PLAZA,115,115,E,CARVER PLAZA,, 60653
1303 W WESTGATE TER,60607,138805,1303 W WESTGATE TER,FALSE,1303,1303,W,WESTGATE,TER,"1303 W WESTGATE TER, CHICAGO IL 60607",41.8733861,-87.6595891,"1303 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1303 W WESTGATE TERRACE,1303,1303,W,WESTGATE TERRACE,, 60607
1455-60 N SANDBURG TER,60610,146419,1455-60 N SANDBURG TER,FALSE,1455,1460,N,SANDBURG,TER,"1455-60 N SANDBURG TER, CHICAGO IL 60610",41.908848,-87.631939,"1455 N SANDBURG TERRACE, CHICAGO, IL, 60610",Bing,FALSE,1455 N SANDBURG TERRACE,1455,1455,N,SANDBURG TERRACE,, 60610
11728-42 S FRONT AVE,60628,153989,11728-42 S,FALSE,11728,11742,,S,,"11728-42 S, CHICAGO IL 60628",41.680721,-87.625506,"11728 S PERRY AVE, CHICAGO, IL, 60628",Bing,FALSE,11728 S PERRY AVE,11728,11728,S,PERRY,AVE, 60628
11328-32 S FRONT AVE,60628,155128,11328-32 S,FALSE,11328,11332,,S,,"11328-32 S, CHICAGO IL 60628",41.68812538,-87.62575909,"11328 S PERRY AVE, CHICAGO, IL, 60628",Bing,FALSE,11328 S PERRY AVE,11328,11328,S,PERRY,AVE, 60628
11572 S FRONT AVE,60628,179822,11572 S,FALSE,11572,11572,,S,,"11572 S, CHICAGO IL 60628",41.683155,-87.625597,"11572 S PERRY AVE, CHICAGO, IL, 60628",Bing,FALSE,11572 S PERRY AVE,11572,11572,S,PERRY,AVE, 60628
1224 S KOLIN AVE,60623,187817,1224 S KOLIN AVE,FALSE,1224,1224,S,KOLIN,AVE,"1224 S KOLIN AVE, CHICAGO IL 60623",41.8654482,-87.7180739,"1224 S LAWNDALE AVE, CHICAGO, IL, 60623",Bing,FALSE,1224 S LAWNDALE AVE,1224,1224,S,LAWNDALE,AVE, 60623
4917 N ST LOUIS AVE,60625,194572,4917 N ST LOUIS AVE,FALSE,4917,4917,N,ST LOUIS,AVE,"4917 N ST LOUIS AVE, CHICAGO IL 60625",41.9707384,-87.7155569,"4917 N SAINT LOUIS AVE, CHICAGO, IL, 60625",Bing,FALSE,4917 N SAINT LOUIS AVE,4917,4917,N,SAINT LOUIS,AVE, 60625
1253 W WESTGATE TER,60607,216880,1253 W WESTGATE TER,FALSE,1253,1253,W,WESTGATE,TER,"1253 W WESTGATE TER, CHICAGO IL 60607",41.873613,-87.659073,"1253 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1253 W WESTGATE TERRACE,1253,1253,W,WESTGATE TERRACE,, 60607
11632-38 S FRONT AVE,60628,223089,11632-38 S,FALSE,11632,11638,,S,,"11632-38 S, CHICAGO IL 60628",41.68148688,-87.62284124,"11632 S STATE ST, CHICAGO, IL, 60628",Bing,FALSE,11632 S STATE ST,11632,11632,S,STATE,ST, 60628
3101 W PALMER ST,60647,227807,3101 W PALMER ST,FALSE,3101,3101,W,PALMER,ST,"3101 W PALMER ST, CHICAGO IL 60647",41.9203924,-87.7054765,"3101 W PALMER SQR, CHICAGO, IL, 60647",Bing,FALSE,3101 W PALMER SQR,3101,3101,W,PALMER SQR,, 60647
711 W O'BRIEN ST,60607,236192,711 W O'BRIEN ST,FALSE,711,711,W,O'BRIEN,ST,"711 W O'BRIEN ST, CHICAGO IL 60607",41.8659058,-87.6456299,"711 W O BRIEN ST, CHICAGO, IL, 60607",Bing,FALSE,711 W O BRIEN ST,711,711,W,O BRIEN,ST, 60607
721 W O'BRIEN ST,60607,236243,721 W O'BRIEN ST,FALSE,721,721,W,O'BRIEN,ST,"721 W O'BRIEN ST, CHICAGO IL 60607",41.8659671,-87.64601184,"721 W O BRIEN ST, CHICAGO, IL, 60607",Bing,FALSE,721 W O BRIEN ST,721,721,W,O BRIEN,ST, 60607
15 E 96TH PL,60628,236919,15 E 96TH PL,FALSE,15,15,E,96TH,PL,"15 E 96TH PL, CHICAGO IL 60628",41.7097332,-87.6228843,"15 E 101ST PL, CHICAGO, IL, 60628",Bing,FALSE,15 E 101ST PL,15,15,E,101ST,PL, 60628
1257-59 W WESTGATE TER,60607,260120,1257-59 W WESTGATE TER,FALSE,1257,1259,W,WESTGATE,TER,"1257-59 W WESTGATE TER, CHICAGO IL 60607",41.8737182,-87.6589965,"1257 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1257 W WESTGATE TERRACE,1257,1257,W,WESTGATE TERRACE,, 60607
1301 W WESTGATE TER,60607,260121,1301 W WESTGATE TER,FALSE,1301,1301,W,WESTGATE,TER,"1301 W WESTGATE TER, CHICAGO IL 60607",41.8733247,-87.6595868,"1301 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1301 W WESTGATE TERRACE,1301,1301,W,WESTGATE TERRACE,, 60607
1305 W WESTGATE TER,60607,264353,1305 W WESTGATE TER,FALSE,1305,1305,W,WESTGATE,TER,"1305 W WESTGATE TER, CHICAGO IL 60607",41.8734496,-87.6595918,"1305 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1305 W WESTGATE TERRACE,1305,1305,W,WESTGATE TERRACE,, 60607
1307 W WESTGATE TER,60607,264354,1307 W WESTGATE TER,FALSE,1307,1307,W,WESTGATE,TER,"1307 W WESTGATE TER, CHICAGO IL 60607",41.8735093,-87.6595943,"1307 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1307 W WESTGATE TERRACE,1307,1307,W,WESTGATE TERRACE,, 60607
77 E CARVER PLZ,60653,269995,77 E CARVER PLZ,FALSE,77,77,E,CARVER,PLZ,"77 E CARVER PLZ, CHICAGO IL 60653",41.826996,-87.624153,"77 E CARVER PLAZA, CHICAGO, IL, 60653",Bing,FALSE,77 E CARVER PLAZA,77,77,E,CARVER PLAZA,, 60653
1312 W WESTGATE TER,60607,270767,1312 W WESTGATE TER,FALSE,1312,1312,W,WESTGATE,TER,"1312 W WESTGATE TER, CHICAGO IL 60607",41.8738419,-87.6600987,"1312 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1312 W WESTGATE TERRACE,1312,1312,W,WESTGATE TERRACE,, 60607
65 E CARVER PLZ,60653,286585,65 E CARVER PLZ,FALSE,65,65,E,CARVER,PLZ,"65 E CARVER PLZ, CHICAGO IL 60653",41.826996,-87.624226,"65 E CARVER PLAZA, CHICAGO, IL, 60653",Bing,FALSE,65 E CARVER PLAZA,65,65,E,CARVER PLAZA,, 60653
1250 W WESTGATE TER,60607,287190,1250 W WESTGATE TER,FALSE,1250,1250,W,WESTGATE,TER,"1250 W WESTGATE TER, CHICAGO IL 60607",41.8739998,-87.6587828,"1250 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1250 W WESTGATE TERRACE,1250,1250,W,WESTGATE TERRACE,, 60607
1254 W WESTGATE TER,60607,287191,1254 W WESTGATE TER,FALSE,1254,1254,W,WESTGATE,TER,"1254 W WESTGATE TER, CHICAGO IL 60607",41.8740182,-87.6588527,"1254 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1254 W WESTGATE TERRACE,1254,1254,W,WESTGATE TERRACE,, 60607
1266 W WESTGATE TER,60607,287192,1266 W WESTGATE TER,FALSE,1266,1266,W,WESTGATE,TER,"1266 W WESTGATE TER, CHICAGO IL 60607",41.8738094,-87.6595015,"1266 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1266 W WESTGATE TERRACE,1266,1266,W,WESTGATE TERRACE,, 60607
1267 W WESTGATE TER,60607,287193,1267 W WESTGATE TER,FALSE,1267,1267,W,WESTGATE,TER,"1267 W WESTGATE TER, CHICAGO IL 60607",41.8733864,-87.6589209,"1267 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1267 W WESTGATE TERRACE,1267,1267,W,WESTGATE TERRACE,, 60607
1269 W WESTGATE TER,60607,287194,1269 W WESTGATE TER,FALSE,1269,1269,W,WESTGATE,TER,"1269 W WESTGATE TER, CHICAGO IL 60607",41.8733912,-87.6590046,"1269 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1269 W WESTGATE TERRACE,1269,1269,W,WESTGATE TERRACE,, 60607
1273 W WESTGATE TER,60607,287195,1273 W WESTGATE TER,FALSE,1273,1273,W,WESTGATE,TER,"1273 W WESTGATE TER, CHICAGO IL 60607",41.8733919,-87.6591615,"1273 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1273 W WESTGATE TERRACE,1273,1273,W,WESTGATE TERRACE,, 60607
1275 W WESTGATE TER,60607,287196,1275 W WESTGATE TER,FALSE,1275,1275,W,WESTGATE,TER,"1275 W WESTGATE TER, CHICAGO IL 60607",41.8733788,-87.6592327,"1275 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1275 W WESTGATE TERRACE,1275,1275,W,WESTGATE TERRACE,, 60607
1311 W WESTGATE TER,60607,287197,1311 W WESTGATE TER,FALSE,1311,1311,W,WESTGATE,TER,"1311 W WESTGATE TER, CHICAGO IL 60607",41.8736126,-87.6599007,"1311 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1311 W WESTGATE TERRACE,1311,1311,W,WESTGATE TERRACE,, 60607
1313 W WESTGATE TER,60607,287198,1313 W WESTGATE TER,FALSE,1313,1313,W,WESTGATE,TER,"1313 W WESTGATE TER, CHICAGO IL 60607",41.873598200000004,-87.6599672,"1313 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1313 W WESTGATE TERRACE,1313,1313,W,WESTGATE TERRACE,, 60607
1317 W WESTGATE TER,60607,287199,1317 W WESTGATE TER,FALSE,1317,1317,W,WESTGATE,TER,"1317 W WESTGATE TER, CHICAGO IL 60607",41.873601,-87.6600989,"1317 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1317 W WESTGATE TERRACE,1317,1317,W,WESTGATE TERRACE,, 60607
1243 W WESTGATE TER,60607,287200,1243 W WESTGATE TER,FALSE,1243,1243,W,WESTGATE,TER,"1243 W WESTGATE TER, CHICAGO IL 60607",41.8733436,-87.6586506,"1243 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1243 W WESTGATE TERRACE,1243,1243,W,WESTGATE TERRACE,, 60607
1247 W WESTGATE TER,60607,287201,1247 W WESTGATE TER,FALSE,1247,1247,W,WESTGATE,TER,"1247 W WESTGATE TER, CHICAGO IL 60607",41.8734581,-87.6586537,"1247 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1247 W WESTGATE TERRACE,1247,1247,W,WESTGATE TERRACE,, 60607
1244 W WESTGATE TER,60607,287202,1244 W WESTGATE TER,FALSE,1244,1244,W,WESTGATE,TER,"1244 W WESTGATE TER, CHICAGO IL 60607",41.8738741,-87.6585715,"1244 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1244 W WESTGATE TERRACE,1244,1244,W,WESTGATE TERRACE,, 60607
1248 W WESTGATE TER,60607,287203,1248 W WESTGATE TER,FALSE,1248,1248,W,WESTGATE,TER,"1248 W WESTGATE TER, CHICAGO IL 60607",41.8739812,-87.658579,"1248 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1248 W WESTGATE TERRACE,1248,1248,W,WESTGATE TERRACE,, 60607
1314 W WESTGATE TER,60607,287204,1314 W WESTGATE TER,FALSE,1314,1314,W,WESTGATE,TER,"1314 W WESTGATE TER, CHICAGO IL 60607",41.8738958,-87.6601009,"1314 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1314 W WESTGATE TERRACE,1314,1314,W,WESTGATE TERRACE,, 60607
49 E CARVER PLZ,60653,316057,49 E CARVER PLZ,FALSE,49,49,E,CARVER,PLZ,"49 E CARVER PLZ, CHICAGO IL 60653",41.826997,-87.624324,"49 E CARVER PLAZA, CHICAGO, IL, 60653",Bing,FALSE,49 E CARVER PLAZA,49,49,E,CARVER PLAZA,, 60653
53 E CARVER PLZ,60653,316058,53 E CARVER PLZ,FALSE,53,53,E,CARVER,PLZ,"53 E CARVER PLZ, CHICAGO IL 60653",41.826997,-87.624299,"53 E CARVER PLAZA, CHICAGO, IL, 60653",Bing,FALSE,53 E CARVER PLAZA,53,53,E,CARVER PLAZA,, 60653
1258 W WESTGATE TER,60607,316397,1258 W WESTGATE TER,FALSE,1258,1258,W,WESTGATE,TER,"1258 W WESTGATE TER, CHICAGO IL 60607",41.874015,-87.6590085,"1258 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1258 W WESTGATE TERRACE,1258,1258,W,WESTGATE TERRACE,, 60607
1315 W WESTGATE TER,60607,316398,1315 W WESTGATE TER,FALSE,1315,1315,W,WESTGATE,TER,"1315 W WESTGATE TER, CHICAGO IL 60607",41.8736079,-87.6599607,"1315 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1315 W WESTGATE TERRACE,1315,1315,W,WESTGATE TERRACE,, 60607
1319 W WESTGATE TER,60607,316399,1319 W WESTGATE TER,FALSE,1319,1319,W,WESTGATE,TER,"1319 W WESTGATE TER, CHICAGO IL 60607",41.8735992,-87.6601703,"1319 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1319 W WESTGATE TERRACE,1319,1319,W,WESTGATE TERRACE,, 60607
1245 W WESTGATE TER,60607,316400,1245 W WESTGATE TER,FALSE,1245,1245,W,WESTGATE,TER,"1245 W WESTGATE TER, CHICAGO IL 60607",41.8734015,-87.6586597,"1245 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1245 W WESTGATE TERRACE,1245,1245,W,WESTGATE TERRACE,, 60607
1304 W WESTGATE TER,60607,316401,1304 W WESTGATE TER,FALSE,1304,1304,W,WESTGATE,TER,"1304 W WESTGATE TER, CHICAGO IL 60607",41.8740326,-87.6596174,"1304 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1304 W WESTGATE TERRACE,1304,1304,W,WESTGATE TERRACE,, 60607
1310 W WESTGATE TER,60607,316402,1310 W WESTGATE TER,FALSE,1310,1310,W,WESTGATE,TER,"1310 W WESTGATE TER, CHICAGO IL 60607",41.8737865,-87.6600962,"1310 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1310 W WESTGATE TERRACE,1310,1310,W,WESTGATE TERRACE,, 60607
1249 W WESTGATE TER,60607,316403,1249 W WESTGATE TER,FALSE,1249,1249,W,WESTGATE,TER,"1249 W WESTGATE TER, CHICAGO IL 60607",41.8735065,-87.6586607,"1249 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1249 W WESTGATE TERRACE,1249,1249,W,WESTGATE TERRACE,, 60607
