street_address,zip,row,cleaned_address,is_intersection,stnum1,stnum2,stdir,stname,sttype,full_address,lat,long,score,matched_address,m_is_intersection,m_street,m_stnum1,m_stnum2,m_stdir,m_stname,m_sttype,m_zip
10132 S CALIFORNIA AVE,60642,146765,10132 S CALIFORNIA AVE,FALSE,10132,10132,S,CALIFORNIA,AVE,"10132 S CALIFORNIA AVE, CHICAGO IL 60642",41.70888098502,-87.691946023932,98.38,"10132 S CALIFORNIA AVE, EVERGREEN PARK, IL, 60805",FALSE,10132 S CALIFORNIA AVE,10132,10132,S,CALIFORNIA,AVE, 60805
10136 S CALIFORNIA AVE,60642,146766,10136 S CALIFORNIA AVE,FALSE,10136,10136,S,CALIFORNIA,AVE,"10136 S CALIFORNIA AVE, CHICAGO IL 60642",41.708793016946,-87.691886009505,98.38,"10136 S CALIFORNIA AVE, EVERGREEN PARK, IL, 60805",FALSE,10136 S CALIFORNIA AVE,10136,10136,S,CALIFORNIA,AVE, 60805
10140 S CALIFORNIA AVE,60642,146767,10140 S CALIFORNIA AVE,FALSE,10140,10140,S,CALIFORNIA,AVE,"10140 S CALIFORNIA AVE, CHICAGO IL 60642",41.708700983649,-87.69188299202,98.38,"10140 S CALIFORNIA AVE, EVERGREEN PARK, IL, 60805",FALSE,10140 S CALIFORNIA AVE,10140,10140,S,CALIFORNIA,AVE, 60805
10146 S CALIFORNIA AVE,60642,146768,10146 S CALIFORNIA AVE,FALSE,10146,10146,S,CALIFORNIA,AVE,"10146 S CALIFORNIA AVE, CHICAGO IL 60642",41.708517000875,-87.691891038647,98.38,"10146 S CALIFORNIA AVE, EVERGREEN PARK, IL, 60805",FALSE,10146 S CALIFORNIA AVE,10146,10146,S,CALIFORNIA,AVE, 60805
10150 S CALIFORNIA AVE,60642,146769,10150 S CALIFORNIA AVE,FALSE,10150,10150,S,CALIFORNIA,AVE,"10150 S CALIFORNIA AVE, CHICAGO IL 60642",41.708425009487,-87.69187603504,98.38,"10150 S CALIFORNIA AVE, EVERGREEN PARK, IL, 60805",FALSE,10150 S CALIFORNIA AVE,10150,10150,S,CALIFORNIA,AVE, 60805
10154 S CALIFORNIA AVE,60642,146770,10154 S CALIFORNIA AVE,FALSE,10154,10154,S,CALIFORNIA,AVE,"10154 S CALIFORNIA AVE, CHICAGO IL 60642",41.708333982019,-87.691875029212,98.38,"10154 S CALIFORNIA AVE, EVERGREEN PARK, IL, 60805",FALSE,10154 S CALIFORNIA AVE,10154,10154,S,CALIFORNIA,AVE, 60805
10158 S CALIFORNIA AVE,60642,146771,10158 S CALIFORNIA AVE,FALSE,10158,10158,S,CALIFORNIA,AVE,"10158 S CALIFORNIA AVE, CHICAGO IL 60642",41.708247983692,-87.691929008668,98.38,"10158 S CALIFORNIA AVE, EVERGREEN PARK, IL, 60805",FALSE,10158 S CALIFORNIA AVE,10158,10158,S,CALIFORNIA,AVE, 60805
10204 S CALIFORNIA AVE,60655,146772,10204 S CALIFORNIA AVE,FALSE,10204,10204,S,CALIFORNIA,AVE,"10204 S CALIFORNIA AVE, CHICAGO IL 60655",41.707883999547,-87.691858013948,100,"10204 S CALIFORNIA AVE, CHICAGO, IL, 60655",FALSE,10204 S CALIFORNIA AVE,10204,10204,S,CALIFORNIA,AVE, 60655
10208 S CALIFORNIA AVE,60655,146773,10208 S CALIFORNIA AVE,FALSE,10208,10208,S,CALIFORNIA,AVE,"10208 S CALIFORNIA AVE, CHICAGO IL 60655",41.707793013988,-87.6918639651,100,"10208 S CALIFORNIA AVE, CHICAGO, IL, 60655",FALSE,10208 S CALIFORNIA AVE,10208,10208,S,CALIFORNIA,AVE, 60655
10212 S CALIFORNIA AVE,60655,146774,10212 S CALIFORNIA AVE,FALSE,10212,10212,S,CALIFORNIA,AVE,"10212 S CALIFORNIA AVE, CHICAGO IL 60655",41.707700980691,-87.69185700812,99.42,"10212 S CALIFORNIA AVE, EVERGREEN PARK, IL, 60805",FALSE,10212 S CALIFORNIA AVE,10212,10212,S,CALIFORNIA,AVE, 60805
10214 S CALIFORNIA AVE,60655,146775,10214 S CALIFORNIA AVE,FALSE,10214,10214,S,CALIFORNIA,AVE,"10214 S CALIFORNIA AVE, CHICAGO IL 60655",41.707609995132,-87.691862037262,99.42,"10214 S CALIFORNIA AVE, EVERGREEN PARK, IL, 60805",FALSE,10214 S CALIFORNIA AVE,10214,10214,S,CALIFORNIA,AVE, 60805
10218 S CALIFORNIA AVE,60655,146776,10218 S CALIFORNIA AVE,FALSE,10218,10218,S,CALIFORNIA,AVE,"10218 S CALIFORNIA AVE, CHICAGO IL 60655",41.70751498626,-87.691849967321,100,"10218 S CALIFORNIA AVE, CHICAGO, IL, 60655",FALSE,10218 S CALIFORNIA AVE,10218,10218,S,CALIFORNIA,AVE, 60655
10222 S CALIFORNIA AVE,60655,146777,10222 S CALIFORNIA AVE,FALSE,10222,10222,S,CALIFORNIA,AVE,"10222 S CALIFORNIA AVE, CHICAGO IL 60655",41.707425006529,-87.691845021998,100,"10222 S CALIFORNIA AVE, CHICAGO, IL, 60655",FALSE,10222 S CALIFORNIA AVE,10222,10222,S,CALIFORNIA,AVE, 60655
6700 W ALBION AVE,60631,148111,6700 W ALBION AVE,FALSE,6700,6700,W,ALBION,AVE,"6700 W ALBION AVE, CHICAGO IL 60631",42.001183010638,-87.795738041306,97.16,"6700 W ALBION AVE, NILES, IL, 60714",FALSE,6700 W ALBION AVE,6700,6700,W,ALBION,AVE, 60714
6722 W ALBION AVE,60631,148112,6722 W ALBION AVE,FALSE,6722,6722,W,ALBION,AVE,"6722 W ALBION AVE, CHICAGO IL 60631",42.00113699399,-87.796414041797,97.16,"6722 W ALBION AVE, NILES, IL, 60714",FALSE,6722 W ALBION AVE,6722,6722,W,ALBION,AVE, 60714
6728 W ALBION AVE,60631,148113,6728 W ALBION AVE,FALSE,6728,6728,W,ALBION,AVE,"6728 W ALBION AVE, CHICAGO IL 60631",42.001141017303,-87.796740014011,97.16,"6728 W ALBION AVE, NILES, IL, 60714",FALSE,6728 W ALBION AVE,6728,6728,W,ALBION,AVE, 60714
7501 W FOSTER AVE,60656,148117,7501 W FOSTER AVE,FALSE,7501,7501,W,FOSTER,AVE,"7501 W FOSTER AVE, CHICAGO IL 60656",41.974121994327,-87.814719028685,99.42,"7501 W FOSTER AVE, HARWOOD HEIGHTS, IL, 60706",FALSE,7501 W FOSTER AVE,7501,7501,W,FOSTER,AVE, 60706
7515 W FOSTER AVE,60656,148118,7515 W FOSTER AVE,FALSE,7515,7515,W,FOSTER,AVE,"7515 W FOSTER AVE, CHICAGO IL 60656",41.974117007094,-87.815408021126,99.42,"7515 W FOSTER AVE, HARWOOD HEIGHTS, IL, 60706",FALSE,7515 W FOSTER AVE,7515,7515,W,FOSTER,AVE, 60706
7527 W FOSTER AVE,60656,148119,7527 W FOSTER AVE,FALSE,7527,7527,W,FOSTER,AVE,"7527 W FOSTER AVE, CHICAGO IL 60656",41.974221261454,-87.815838929203,99.42,"7527 W FOSTER AVE, HARWOOD HEIGHTS, IL, 60706",FALSE,7527 W FOSTER AVE,7527,7527,W,FOSTER,AVE, 60706
6755 N IONIA AVE,60646,148120,6755 N IONIA AVE,FALSE,6755,6755,N,IONIA,AVE,"6755 N IONIA AVE, CHICAGO IL 60646",42.003692007625,-87.765973986949,100,"6755 N IONIA AVE, CHICAGO, IL, 60646",FALSE,6755 N IONIA AVE,6755,6755,N,IONIA,AVE, 60646
6769 N IONIA AVE,60646,148121,6769 N IONIA AVE,FALSE,6769,6769,N,IONIA,AVE,"6769 N IONIA AVE, CHICAGO IL 60646",42.003878002057,-87.766455024372,100,"6769 N IONIA AVE, CHICAGO, IL, 60646",FALSE,6769 N IONIA AVE,6769,6769,N,IONIA,AVE, 60646
6787 N IONIA AVE,60646,148122,6787 N IONIA AVE,FALSE,6787,6787,N,IONIA,AVE,"6787 N IONIA AVE, CHICAGO IL 60646",42.004233981485,-87.76717201237,100,"6787 N IONIA AVE, CHICAGO, IL, 60646",FALSE,6787 N IONIA AVE,6787,6787,N,IONIA,AVE, 60646
6793 N IONIA AVE,60646,148123,6793 N IONIA AVE,FALSE,6793,6793,N,IONIA,AVE,"6793 N IONIA AVE, CHICAGO IL 60646",42.00428200979,-87.767296986546,100,"6793 N IONIA AVE, CHICAGO, IL, 60646",FALSE,6793 N IONIA AVE,6793,6793,N,IONIA,AVE, 60646
6797 N IONIA AVE,60646,148124,6797 N IONIA AVE,FALSE,6797,6797,N,IONIA,AVE,"6797 N IONIA AVE, CHICAGO IL 60646",42.004427016715,-87.767463032048,100,"6797 N IONIA AVE, CHICAGO, IL, 60646",FALSE,6797 N IONIA AVE,6797,6797,N,IONIA,AVE, 60646
4500 N NARRAGANSETT AVE,60630,148125,4500 N NARRAGANSETT AVE,FALSE,4500,4500,N,NARRAGANSETT,AVE,"4500 N NARRAGANSETT AVE, CHICAGO IL 60630",41.962234988791,-87.787213981052,99.42,"4500 N NARRAGANSETT AVE, HARWOOD HEIGHTS, IL, 60706",FALSE,4500 N NARRAGANSETT AVE,4500,4500,N,NARRAGANSETT,AVE, 60706
4514 N NARRAGANSETT AVE,60630,148126,4514 N NARRAGANSETT AVE,FALSE,4514,4514,N,NARRAGANSETT,AVE,"4514 N NARRAGANSETT AVE, CHICAGO IL 60630",41.962568001804,-87.787233007973,99.42,"4514 N NARRAGANSETT AVE, HARWOOD HEIGHTS, IL, 60706",FALSE,4514 N NARRAGANSETT AVE,4514,4514,N,NARRAGANSETT,AVE, 60706
510 N NORTHWEST HWY,60631,148420,510 N NORTHWEST HWY,FALSE,510,510,N,NORTHWEST,HWY,"510 N NORTHWEST HWY, CHICAGO IL 60631",42.018189918028,-87.840665554175,97.16,"510 N NORTHWEST HWY, PARK RIDGE, IL, 60068",FALSE,510 N NORTHWEST HWY,510,510,N,NORTHWEST,HWY, 60068
9755-57 W FARRAGUT AVE,60666,148431,9755-57 W FARRAGUT AVE,FALSE,9755,9757,W,FARRAGUT,AVE,"9755-57 W FARRAGUT AVE, CHICAGO IL 60666",41.973965556102,-87.870514674265,95.26,"9755 FARRAGUT AVE, ROSEMONT, IL, 60018",FALSE,9755 FARRAGUT AVE,9755,9755,,FARRAGUT,AVE, 60018
500 E 34TH ST,60616,154366,500 E 34TH ST,FALSE,500,500,E,34TH,ST,"500 E 34TH ST, CHICAGO IL 60616",41.833186004827,-87.613457823265,98.9,"500 E 34TH ST, CHICAGO, IL, 60616",FALSE,500 E 34TH ST,500,500,E,34TH,ST, 60616
6410 N PARIS AVE,60634,166228,6410 N PARIS AVE,FALSE,6410,6410,N,PARIS,AVE,"6410 N PARIS AVE, CHICAGO IL 60634",41.944938920115,-87.830261322144,94.81,"N PARIS AVE, CHICAGO, IL, 60634",FALSE,N PARIS AVE,,,N,PARIS,AVE, 60634
600 E RANDOLPH ST,60602,218921,600 E RANDOLPH ST,FALSE,600,600,E,RANDOLPH,ST,"600 E RANDOLPH ST, CHICAGO IL 60602",41.884534490163,-87.62708455631,96.25,"E RANDOLPH ST, CHICAGO, IL, 60602",FALSE,E RANDOLPH ST,,,E,RANDOLPH,ST, 60602
S HALSTED & W 125TH ST,60628,219175,W 125TH ST & S HALSTED,TRUE,,,,,,"W 125TH ST & S HALSTED, CHICAGO IL 60628",41.666874993437,-87.641615964305,99.81,"W 125TH ST & S HALSTED ST, CHICAGO, IL, 60628",TRUE,W 125TH ST & S HALSTED ST,,,W,125TH ST & S HALSTED,ST, 60628
4700-04 S LARAMIE AVE,60638,219882,4700-04 S LARAMIE AVE,FALSE,4700,4704,S,LARAMIE,AVE,"4700-04 S LARAMIE AVE, CHICAGO IL 60638",41.807449224607,-87.752966530048,99.35,"4700 S LARAMIE AVE, CHICAGO, IL, 60638",FALSE,4700 S LARAMIE AVE,4700,4700,S,LARAMIE,AVE, 60638
4716 S LARAMIE AVE,60638,219883,4716 S LARAMIE AVE,FALSE,4716,4716,S,LARAMIE,AVE,"4716 S LARAMIE AVE, CHICAGO IL 60638",41.806965010151,-87.753236008693,100,"4716 S LARAMIE AVE, CHICAGO, IL, 60638",FALSE,4716 S LARAMIE AVE,4716,4716,S,LARAMIE,AVE, 60638
4732 S LARAMIE AVE,60638,219884,4732 S LARAMIE AVE,FALSE,4732,4732,S,LARAMIE,AVE,"4732 S LARAMIE AVE, CHICAGO IL 60638",41.806450989939,-87.753239026178,100,"4732 S LARAMIE AVE, CHICAGO, IL, 60638",FALSE,4732 S LARAMIE AVE,4732,4732,S,LARAMIE,AVE, 60638
4734 S LARAMIE AVE,60638,219885,4734 S LARAMIE AVE,FALSE,4734,4734,S,LARAMIE,AVE,"4734 S LARAMIE AVE, CHICAGO IL 60638",41.806310006327,-87.753233997036,100,"4734 S LARAMIE AVE, CHICAGO, IL, 60638",FALSE,4734 S LARAMIE AVE,4734,4734,S,LARAMIE,AVE, 60638
4752 S LARAMIE AVE,60638,219886,4752 S LARAMIE AVE,FALSE,4752,4752,S,LARAMIE,AVE,"4752 S LARAMIE AVE, CHICAGO IL 60638",41.806022004134,-87.753212958459,100,"4752 S LARAMIE AVE, CHICAGO, IL, 60638",FALSE,4752 S LARAMIE AVE,4752,4752,S,LARAMIE,AVE, 60638
4754 S LARAMIE AVE,60638,219887,4754 S LARAMIE AVE,FALSE,4754,4754,S,LARAMIE,AVE,"4754 S LARAMIE AVE, CHICAGO IL 60638",41.805947991929,-87.753219999258,100,"4754 S LARAMIE AVE, CHICAGO, IL, 60638",FALSE,4754 S LARAMIE AVE,4754,4754,S,LARAMIE,AVE, 60638
4808 S LARAMIE AVE,60638,219888,4808 S LARAMIE AVE,FALSE,4808,4808,S,LARAMIE,AVE,"4808 S LARAMIE AVE, CHICAGO IL 60638",41.805252000599,-87.753339022283,100,"4808 S LARAMIE AVE, CHICAGO, IL, 60638",FALSE,4808 S LARAMIE AVE,4808,4808,S,LARAMIE,AVE, 60638
4906 S LARAMIE AVE,60638,219889,4906 S LARAMIE AVE,FALSE,4906,4906,S,LARAMIE,AVE,"4906 S LARAMIE AVE, CHICAGO IL 60638",41.803451986892,-87.75328998815,100,"4906 S LARAMIE AVE, CHICAGO, IL, 60638",FALSE,4906 S LARAMIE AVE,4906,4906,S,LARAMIE,AVE, 60638
4910 S LARAMIE AVE,60638,219890,4910 S LARAMIE AVE,FALSE,4910,4910,S,LARAMIE,AVE,"4910 S LARAMIE AVE, CHICAGO IL 60638",41.803219011893,-87.753091001768,100,"4910 S LARAMIE AVE, CHICAGO, IL, 60638",FALSE,4910 S LARAMIE AVE,4910,4910,S,LARAMIE,AVE, 60638
4912 S LARAMIE AVE,60638,219891,4912 S LARAMIE AVE,FALSE,4912,4912,S,LARAMIE,AVE,"4912 S LARAMIE AVE, CHICAGO IL 60638",41.803139006627,-87.753073986505,100,"4912 S LARAMIE AVE, CHICAGO, IL, 60638",FALSE,4912 S LARAMIE AVE,4912,4912,S,LARAMIE,AVE, 60638
